DÍA 1;;;;;;DÍA 2;;;;;;DÍA 3;;;;;;DÍA 4;;;;;
Medición 1;;;Medición 2;;;Medición 3;;;Medición 4;;;Medición 5;;;Medición 6;;;Medición 7;;;Medición 8;;
=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;
AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado
310;65.39;MEDIO;315;63.95;SECO;269;77.27;MEDIO;281;73.79;MEDIO;333;58.73;SECO;337;57.57;SECO;346;54.97;SECO;216;92.62;EXCESO
311;65.10;MEDIO;313;64.53;SECO;269;77.27;MEDIO;281;73.79;MEDIO;332;59.02;SECO;338;57.29;SECO;347;54.68;SECO;215;92.91;EXCESO
310;65.39;MEDIO;313;64.53;SECO;270;76.98;MEDIO;281;73.79;MEDIO;333;58.73;SECO;338;57.29;SECO;347;54.68;SECO;214;93.20;EXCESO
310;65.39;MEDIO;313;64.53;SECO;269;77.27;MEDIO;282;73.50;MEDIO;332;59.02;SECO;338;57.29;SECO;347;54.68;SECO;215;92.91;EXCESO
311;65.10;MEDIO;313;64.53;SECO;270;76.98;MEDIO;282;73.50;MEDIO;333;58.73;SECO;338;57.29;SECO;347;54.68;SECO;214;93.20;EXCESO
310;65.39;MEDIO;313;64.53;SECO;270;76.98;MEDIO;282;73.50;MEDIO;332;59.02;SECO;339;57.00;SECO;347;54.68;SECO;213;93.49;EXCESO
310;65.39;MEDIO;313;64.53;SECO;270;76.98;MEDIO;282;73.50;MEDIO;333;58.73;SECO;338;57.29;SECO;347;54.68;SECO;214;93.20;EXCESO
311;65.10;MEDIO;313;64.53;SECO;270;76.98;MEDIO;283;73.21;MEDIO;333;58.73;SECO;339;57.00;SECO;347;54.68;SECO;214;93.20;EXCESO
311;65.10;MEDIO;313;64.53;SECO;270;76.98;MEDIO;283;73.21;MEDIO;332;59.02;SECO;339;57.00;SECO;347;54.68;SECO;213;93.49;EXCESO
311;65.10;MEDIO;313;64.53;SECO;270;76.98;MEDIO;283;73.21;MEDIO;332;59.02;SECO;339;57.00;SECO;348;54.39;SECO;214;93.20;EXCESO
311;65.10;MEDIO;314;64.24;SECO;270;76.98;MEDIO;283;73.21;MEDIO;332;59.02;SECO;339;57.00;SECO;348;54.39;SECO;215;92.91;EXCESO
311;65.10;MEDIO;313;64.53;SECO;271;76.69;MEDIO;283;73.21;MEDIO;333;58.73;SECO;340;56.71;SECO;347;54.68;SECO;214;93.20;EXCESO
310;65.39;MEDIO;313;64.53;SECO;271;76.69;MEDIO;283;73.21;MEDIO;333;58.73;SECO;340;56.71;SECO;347;54.68;SECO;214;93.20;EXCESO
310;65.39;MEDIO;315;63.95;SECO;272;76.40;MEDIO;284;72.92;MEDIO;333;58.73;SECO;340;56.71;SECO;348;54.39;SECO;213;93.49;EXCESO
311;65.10;MEDIO;314;64.24;SECO;271;76.69;MEDIO;284;72.92;MEDIO;333;58.73;SECO;340;56.71;SECO;348;54.39;SECO;214;93.20;EXCESO
311;65.10;MEDIO;314;64.24;SECO;272;76.40;MEDIO;284;72.92;MEDIO;333;58.73;SECO;340;56.71;SECO;348;54.39;SECO;214;93.20;EXCESO
310;65.39;MEDIO;312;64.81;SECO;272;76.40;MEDIO;284;72.92;MEDIO;333;58.73;SECO;340;56.71;SECO;348;54.39;SECO;214;93.20;EXCESO
311;65.10;MEDIO;313;64.53;SECO;272;76.40;MEDIO;285;72.63;MEDIO;333;58.73;SECO;341;56.42;SECO;348;54.39;SECO;214;93.20;EXCESO
311;65.10;MEDIO;312;64.81;SECO;272;76.40;MEDIO;284;72.92;MEDIO;332;59.02;SECO;340;56.71;SECO;348;54.39;SECO;214;93.20;EXCESO
311;65.10;MEDIO;312;64.81;SECO;272;76.40;MEDIO;285;72.63;MEDIO;333;58.73;SECO;340;56.71;SECO;348;54.39;SECO;214;93.20;EXCESO
311;65.10;MEDIO;313;64.53;SECO;273;76.11;MEDIO;285;72.63;MEDIO;333;58.73;SECO;341;56.42;SECO;349;54.10;SECO;215;92.91;EXCESO
311;65.10;MEDIO;313;64.53;SECO;273;76.11;MEDIO;285;72.63;MEDIO;333;58.73;SECO;341;56.42;SECO;348;54.39;SECO;214;93.20;EXCESO
311;65.10;MEDIO;313;64.53;SECO;273;76.11;MEDIO;286;72.34;MEDIO;333;58.73;SECO;341;56.42;SECO;349;54.10;SECO;214;93.20;EXCESO
311;65.10;MEDIO;313;64.53;SECO;273;76.11;MEDIO;286;72.34;MEDIO;333;58.73;SECO;341;56.42;SECO;349;54.10;SECO;214;93.20;EXCESO
311;65.10;MEDIO;313;64.53;SECO;274;75.82;MEDIO;286;72.34;MEDIO;333;58.73;SECO;342;56.13;SECO;348;54.39;SECO;214;93.20;EXCESO
311;65.10;MEDIO;313;64.53;SECO;273;76.11;MEDIO;287;72.05;MEDIO;333;58.73;SECO;342;56.13;SECO;349;54.10;SECO;214;93.20;EXCESO
311;65.10;MEDIO;313;64.53;SECO;273;76.11;MEDIO;286;72.34;MEDIO;333;58.73;SECO;342;56.13;SECO;349;54.10;SECO;213;93.49;EXCESO
311;65.10;MEDIO;314;64.24;SECO;273;76.11;MEDIO;286;72.34;MEDIO;333;58.73;SECO;342;56.13;SECO;349;54.10;SECO;213;93.49;EXCESO
311;65.10;MEDIO;313;64.53;SECO;273;76.11;MEDIO;287;72.05;MEDIO;333;58.73;SECO;342;56.13;SECO;349;54.10;SECO;212;93.77;EXCESO
311;65.10;MEDIO;313;64.53;SECO;274;75.82;MEDIO;288;71.77;MEDIO;334;58.44;SECO;342;56.13;SECO;349;54.10;SECO;213;93.49;EXCESO
311;65.10;MEDIO;314;64.24;SECO;274;75.82;MEDIO;287;72.05;MEDIO;333;58.73;SECO;343;55.84;SECO;349;54.10;SECO;213;93.49;EXCESO
311;65.10;MEDIO;314;64.24;SECO;275;75.53;MEDIO;288;71.77;MEDIO;333;58.73;SECO;343;55.84;SECO;349;54.10;SECO;213;93.49;EXCESO
311;65.10;MEDIO;314;64.24;SECO;274;75.82;MEDIO;287;72.05;MEDIO;333;58.73;SECO;343;55.84;SECO;349;54.10;SECO;213;93.49;EXCESO
311;65.10;MEDIO;314;64.24;SECO;275;75.53;MEDIO;288;71.77;MEDIO;333;58.73;SECO;343;55.84;SECO;349;54.10;SECO;214;93.20;EXCESO
311;65.10;MEDIO;314;64.24;SECO;275;75.53;MEDIO;288;71.77;MEDIO;333;58.73;SECO;343;55.84;SECO;349;54.10;SECO;213;93.49;EXCESO
311;65.10;MEDIO;314;64.24;SECO;275;75.53;MEDIO;288;71.77;MEDIO;333;58.73;SECO;343;55.84;SECO;349;54.10;SECO;214;93.20;EXCESO
311;65.10;MEDIO;314;64.24;SECO;275;75.53;MEDIO;288;71.77;MEDIO;333;58.73;SECO;343;55.84;SECO;349;54.10;SECO;214;93.20;EXCESO
311;65.10;MEDIO;314;64.24;SECO;275;75.53;MEDIO;288;71.77;MEDIO;334;58.44;SECO;343;55.84;SECO;350;53.81;SECO;215;92.91;EXCESO
311;65.10;MEDIO;314;64.24;SECO;276;75.24;MEDIO;288;71.77;MEDIO;333;58.73;SECO;344;55.55;SECO;349;54.10;SECO;215;92.91;EXCESO
311;65.10;MEDIO;314;64.24;SECO;276;75.24;MEDIO;288;71.77;MEDIO;333;58.73;SECO;344;55.55;SECO;349;54.10;SECO;215;92.91;EXCESO
311;65.10;MEDIO;315;63.95;SECO;276;75.24;MEDIO;288;71.77;MEDIO;334;58.44;SECO;344;55.55;SECO;349;54.10;SECO;216;92.62;EXCESO
311;65.10;MEDIO;315;63.95;SECO;276;75.24;MEDIO;288;71.77;MEDIO;333;58.73;SECO;344;55.55;SECO;350;53.81;SECO;217;92.33;EXCESO
311;65.10;MEDIO;314;64.24;SECO;277;74.95;MEDIO;288;71.77;MEDIO;333;58.73;SECO;344;55.55;SECO;350;53.81;SECO;216;92.62;EXCESO
311;65.10;MEDIO;314;64.24;SECO;277;74.95;MEDIO;289;71.48;MEDIO;333;58.73;SECO;344;55.55;SECO;350;53.81;SECO;216;92.62;EXCESO
311;65.10;MEDIO;315;63.95;SECO;277;74.95;MEDIO;289;71.48;MEDIO;333;58.73;SECO;345;55.26;SECO;350;53.81;SECO;215;92.91;EXCESO
311;65.10;MEDIO;314;64.24;SECO;276;75.24;MEDIO;290;71.19;MEDIO;334;58.44;SECO;344;55.55;SECO;350;53.81;SECO;216;92.62;EXCESO
311;65.10;MEDIO;315;63.95;SECO;276;75.24;MEDIO;290;71.19;MEDIO;334;58.44;SECO;345;55.26;SECO;350;53.81;SECO;215;92.91;EXCESO
311;65.10;MEDIO;315;63.95;SECO;276;75.24;MEDIO;290;71.19;MEDIO;333;58.73;SECO;345;55.26;SECO;350;53.81;SECO;215;92.91;EXCESO
312;64.81;SECO;315;63.95;SECO;276;75.24;MEDIO;290;71.19;MEDIO;334;58.44;SECO;345;55.26;SECO;350;53.81;SECO;214;93.20;EXCESO
312;64.81;SECO;315;63.95;SECO;277;74.95;MEDIO;290;71.19;MEDIO;333;58.73;SECO;345;55.26;SECO;351;53.52;SECO;213;93.49;EXCESO
312;64.81;SECO;315;63.95;SECO;277;74.95;MEDIO;290;71.19;MEDIO;334;58.44;SECO;345;55.26;SECO;350;53.81;SECO;212;93.77;EXCESO
311;65.10;MEDIO;315;63.95;SECO;277;74.95;MEDIO;290;71.19;MEDIO;333;58.73;SECO;345;55.26;SECO;350;53.81;SECO;211;94.06;EXCESO
312;64.81;SECO;315;63.95;SECO;277;74.95;MEDIO;290;71.19;MEDIO;334;58.44;SECO;345;55.26;SECO;350;53.81;SECO;210;94.35;EXCESO
311;65.10;MEDIO;315;63.95;SECO;277;74.95;MEDIO;290;71.19;MEDIO;333;58.73;SECO;345;55.26;SECO;350;53.81;SECO;211;94.06;EXCESO
312;64.81;SECO;315;63.95;SECO;277;74.95;MEDIO;291;70.90;MEDIO;334;58.44;SECO;346;54.97;SECO;351;53.52;SECO;211;94.06;EXCESO
311;65.10;MEDIO;315;63.95;SECO;277;74.95;MEDIO;291;70.90;MEDIO;333;58.73;SECO;346;54.97;SECO;351;53.52;SECO;211;94.06;EXCESO
312;64.81;SECO;316;63.66;SECO;277;74.95;MEDIO;291;70.90;MEDIO;334;58.44;SECO;346;54.97;SECO;351;53.52;SECO;211;94.06;EXCESO
311;65.10;MEDIO;316;63.66;SECO;278;74.66;MEDIO;292;70.61;MEDIO;334;58.44;SECO;346;54.97;SECO;350;53.81;SECO;211;94.06;EXCESO
311;65.10;MEDIO;316;63.66;SECO;278;74.66;MEDIO;292;70.61;MEDIO;334;58.44;SECO;346;54.97;SECO;351;53.52;SECO;210;94.35;EXCESO
311;65.10;MEDIO;316;63.66;SECO;279;74.37;MEDIO;292;70.61;MEDIO;334;58.44;SECO;346;54.97;SECO;351;53.52;SECO;211;94.06;EXCESO
311;65.10;MEDIO;316;63.66;SECO;279;74.37;MEDIO;292;70.61;MEDIO;334;58.44;SECO;346;54.97;SECO;351;53.52;SECO;211;94.06;EXCESO
312;64.81;SECO;316;63.66;SECO;279;74.37;MEDIO;292;70.61;MEDIO;333;58.73;SECO;346;54.97;SECO;351;53.52;SECO;210;94.35;EXCESO
312;64.81;SECO;316;63.66;SECO;278;74.66;MEDIO;292;70.61;MEDIO;334;58.44;SECO;346;54.97;SECO;352;53.23;SECO;211;94.06;EXCESO
312;64.81;SECO;316;63.66;SECO;279;74.37;MEDIO;292;70.61;MEDIO;334;58.44;SECO;346;54.97;SECO;351;53.52;SECO;211;94.06;EXCESO
311;65.10;MEDIO;316;63.66;SECO;279;74.37;MEDIO;292;70.61;MEDIO;334;58.44;SECO;346;54.97;SECO;352;53.23;SECO;211;94.06;EXCESO
312;64.81;SECO;316;63.66;SECO;279;74.37;MEDIO;293;70.32;MEDIO;334;58.44;SECO;347;54.68;SECO;351;53.52;SECO;213;93.49;EXCESO
311;65.10;MEDIO;316;63.66;SECO;279;74.37;MEDIO;293;70.32;MEDIO;334;58.44;SECO;347;54.68;SECO;351;53.52;SECO;213;93.49;EXCESO
312;64.81;SECO;316;63.66;SECO;279;74.37;MEDIO;294;70.03;MEDIO;334;58.44;SECO;346;54.97;SECO;352;53.23;SECO;212;93.77;EXCESO
311;65.10;MEDIO;316;63.66;SECO;280;74.08;MEDIO;293;70.32;MEDIO;334;58.44;SECO;347;54.68;SECO;352;53.23;SECO;212;93.77;EXCESO
312;64.81;SECO;316;63.66;SECO;280;74.08;MEDIO;293;70.32;MEDIO;334;58.44;SECO;347;54.68;SECO;351;53.52;SECO;212;93.77;EXCESO
311;65.10;MEDIO;316;63.66;SECO;280;74.08;MEDIO;293;70.32;MEDIO;334;58.44;SECO;347;54.68;SECO;352;53.23;SECO;213;93.49;EXCESO
312;64.81;SECO;316;63.66;SECO;280;74.08;MEDIO;293;70.32;MEDIO;334;58.44;SECO;347;54.68;SECO;352;53.23;SECO;213;93.49;EXCESO
312;64.81;SECO;316;63.66;SECO;280;74.08;MEDIO;294;70.03;MEDIO;334;58.44;SECO;347;54.68;SECO;352;53.23;SECO;213;93.49;EXCESO
311;65.10;MEDIO;316;63.66;SECO;281;73.79;MEDIO;294;70.03;MEDIO;334;58.44;SECO;347;54.68;SECO;351;53.52;SECO;212;93.77;EXCESO
312;64.81;SECO;317;63.37;SECO;281;73.79;MEDIO;294;70.03;MEDIO;334;58.44;SECO;347;54.68;SECO;352;53.23;SECO;212;93.77;EXCESO
311;65.10;MEDIO;316;63.66;SECO;281;73.79;MEDIO;294;70.03;MEDIO;334;58.44;SECO;348;54.39;SECO;352;53.23;SECO;212;93.77;EXCESO
312;64.81;SECO;317;63.37;SECO;281;73.79;MEDIO;294;70.03;MEDIO;335;58.15;SECO;348;54.39;SECO;352;53.23;SECO;212;93.77;EXCESO
312;64.81;SECO;317;63.37;SECO;281;73.79;MEDIO;294;70.03;MEDIO;334;58.44;SECO;348;54.39;SECO;352;53.23;SECO;211;94.06;EXCESO
311;65.10;MEDIO;317;63.37;SECO;281;73.79;MEDIO;294;70.03;MEDIO;334;58.44;SECO;347;54.68;SECO;352;53.23;SECO;211;94.06;EXCESO
311;65.10;MEDIO;317;63.37;SECO;282;73.50;MEDIO;294;70.03;MEDIO;334;58.44;SECO;347;54.68;SECO;353;52.94;SECO;210;94.35;EXCESO
312;64.81;SECO;317;63.37;SECO;282;73.50;MEDIO;294;70.03;MEDIO;334;58.44;SECO;348;54.39;SECO;353;52.94;SECO;209;94.64;EXCESO
312;64.81;SECO;317;63.37;SECO;282;73.50;MEDIO;294;70.03;MEDIO;334;58.44;SECO;348;54.39;SECO;353;52.94;SECO;209;94.64;EXCESO
311;65.10;MEDIO;317;63.37;SECO;282;73.50;MEDIO;294;70.03;MEDIO;334;58.44;SECO;348;54.39;SECO;353;52.94;SECO;208;94.93;EXCESO
312;64.81;SECO;317;63.37;SECO;282;73.50;MEDIO;295;69.74;MEDIO;334;58.44;SECO;348;54.39;SECO;352;53.23;SECO;207;95.22;EXCESO
312;64.81;SECO;317;63.37;SECO;283;73.21;MEDIO;295;69.74;MEDIO;334;58.44;SECO;348;54.39;SECO;352;53.23;SECO;208;94.93;EXCESO
312;64.81;SECO;317;63.37;SECO;282;73.50;MEDIO;295;69.74;MEDIO;335;58.15;SECO;348;54.39;SECO;353;52.94;SECO;;;
312;64.81;SECO;317;63.37;SECO;283;73.21;MEDIO;295;69.74;MEDIO;335;58.15;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;317;63.37;SECO;282;73.50;MEDIO;296;69.45;MEDIO;334;58.44;SECO;348;54.39;SECO;353;52.94;SECO;;;
312;64.81;SECO;317;63.37;SECO;282;73.50;MEDIO;295;69.74;MEDIO;335;58.15;SECO;348;54.39;SECO;354;52.65;SECO;;;
312;64.81;SECO;317;63.37;SECO;282;73.50;MEDIO;296;69.45;MEDIO;335;58.15;SECO;349;54.10;SECO;352;53.23;SECO;;;
312;64.81;SECO;318;63.08;SECO;282;73.50;MEDIO;296;69.45;MEDIO;334;58.44;SECO;349;54.10;SECO;353;52.94;SECO;;;
311;65.10;MEDIO;317;63.37;SECO;282;73.50;MEDIO;296;69.45;MEDIO;335;58.15;SECO;348;54.39;SECO;352;53.23;SECO;;;
312;64.81;SECO;318;63.08;SECO;282;73.50;MEDIO;296;69.45;MEDIO;335;58.15;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;317;63.37;SECO;283;73.21;MEDIO;297;69.16;MEDIO;334;58.44;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;283;73.21;MEDIO;296;69.45;MEDIO;334;58.44;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;283;73.21;MEDIO;296;69.45;MEDIO;334;58.44;SECO;349;54.10;SECO;352;53.23;SECO;;;
312;64.81;SECO;318;63.08;SECO;283;73.21;MEDIO;297;69.16;MEDIO;335;58.15;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;283;73.21;MEDIO;297;69.16;MEDIO;334;58.44;SECO;349;54.10;SECO;353;52.94;SECO;;;
313;64.53;SECO;318;63.08;SECO;284;72.92;MEDIO;297;69.16;MEDIO;335;58.15;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;283;73.21;MEDIO;296;69.45;MEDIO;334;58.44;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;283;73.21;MEDIO;296;69.45;MEDIO;334;58.44;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;283;73.21;MEDIO;297;69.16;MEDIO;334;58.44;SECO;349;54.10;SECO;353;52.94;SECO;;;
311;65.10;MEDIO;318;63.08;SECO;284;72.92;MEDIO;297;69.16;MEDIO;335;58.15;SECO;349;54.10;SECO;354;52.65;SECO;;;
312;64.81;SECO;318;63.08;SECO;284;72.92;MEDIO;297;69.16;MEDIO;335;58.15;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;284;72.92;MEDIO;298;68.87;MEDIO;335;58.15;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;284;72.92;MEDIO;298;68.87;MEDIO;335;58.15;SECO;350;53.81;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;285;72.63;MEDIO;298;68.87;MEDIO;335;58.15;SECO;350;53.81;SECO;353;52.94;SECO;;;
311;65.10;MEDIO;319;62.79;SECO;284;72.92;MEDIO;298;68.87;MEDIO;335;58.15;SECO;349;54.10;SECO;353;52.94;SECO;;;
312;64.81;SECO;319;62.79;SECO;284;72.92;MEDIO;298;68.87;MEDIO;335;58.15;SECO;350;53.81;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;285;72.63;MEDIO;298;68.87;MEDIO;335;58.15;SECO;350;53.81;SECO;353;52.94;SECO;;;
312;64.81;SECO;318;63.08;SECO;284;72.92;MEDIO;298;68.87;MEDIO;335;58.15;SECO;350;53.81;SECO;353;52.94;SECO;;;
312;64.81;SECO;319;62.79;SECO;286;72.34;MEDIO;298;68.87;MEDIO;335;58.15;SECO;349;54.10;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;285;72.63;MEDIO;298;68.87;MEDIO;335;58.15;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;318;63.08;SECO;285;72.63;MEDIO;299;68.58;MEDIO;335;58.15;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;285;72.63;MEDIO;299;68.58;MEDIO;335;58.15;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;285;72.63;MEDIO;299;68.58;MEDIO;335;58.15;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;286;72.34;MEDIO;299;68.58;MEDIO;335;58.15;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;286;72.34;MEDIO;299;68.58;MEDIO;335;58.15;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;286;72.34;MEDIO;299;68.58;MEDIO;334;58.44;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;286;72.34;MEDIO;299;68.58;MEDIO;335;58.15;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;286;72.34;MEDIO;299;68.58;MEDIO;336;57.86;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;287;72.05;MEDIO;300;68.29;MEDIO;335;58.15;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;286;72.34;MEDIO;300;68.29;MEDIO;335;58.15;SECO;350;53.81;SECO;354;52.65;SECO;;;
312;64.81;SECO;320;62.50;SECO;287;72.05;MEDIO;299;68.58;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;287;72.05;MEDIO;300;68.29;MEDIO;335;58.15;SECO;351;53.52;SECO;355;52.36;SECO;;;
312;64.81;SECO;319;62.79;SECO;287;72.05;MEDIO;300;68.29;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;288;71.77;MEDIO;299;68.58;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;287;72.05;MEDIO;299;68.58;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
312;64.81;SECO;320;62.50;SECO;288;71.77;MEDIO;299;68.58;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
313;64.53;SECO;320;62.50;SECO;288;71.77;MEDIO;299;68.58;MEDIO;335;58.15;SECO;351;53.52;SECO;355;52.36;SECO;;;
312;64.81;SECO;320;62.50;SECO;288;71.77;MEDIO;298;68.87;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
313;64.53;SECO;320;62.50;SECO;288;71.77;MEDIO;298;68.87;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
312;64.81;SECO;319;62.79;SECO;288;71.77;MEDIO;299;68.58;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
313;64.53;SECO;320;62.50;SECO;288;71.77;MEDIO;299;68.58;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
312;64.81;SECO;320;62.50;SECO;288;71.77;MEDIO;298;68.87;MEDIO;335;58.15;SECO;351;53.52;SECO;355;52.36;SECO;;;
313;64.53;SECO;320;62.50;SECO;288;71.77;MEDIO;298;68.87;MEDIO;335;58.15;SECO;351;53.52;SECO;355;52.36;SECO;;;
312;64.81;SECO;320;62.50;SECO;289;71.48;MEDIO;298;68.87;MEDIO;335;58.15;SECO;351;53.52;SECO;355;52.36;SECO;;;
312;64.81;SECO;320;62.50;SECO;288;71.77;MEDIO;298;68.87;MEDIO;335;58.15;SECO;351;53.52;SECO;355;52.36;SECO;;;
312;64.81;SECO;320;62.50;SECO;289;71.48;MEDIO;299;68.58;MEDIO;335;58.15;SECO;352;53.23;SECO;354;52.65;SECO;;;
312;64.81;SECO;320;62.50;SECO;289;71.48;MEDIO;299;68.58;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
312;64.81;SECO;320;62.50;SECO;289;71.48;MEDIO;300;68.29;MEDIO;335;58.15;SECO;351;53.52;SECO;355;52.36;SECO;;;
312;64.81;SECO;320;62.50;SECO;289;71.48;MEDIO;301;68.00;MEDIO;336;57.86;SECO;351;53.52;SECO;355;52.36;SECO;;;
313;64.53;SECO;320;62.50;SECO;289;71.48;MEDIO;301;68.00;MEDIO;335;58.15;SECO;351;53.52;SECO;354;52.65;SECO;;;
313;64.53;SECO;320;62.50;SECO;290;71.19;MEDIO;301;68.00;MEDIO;335;58.15;SECO;352;53.23;SECO;354;52.65;SECO;;;
312;64.81;SECO;320;62.50;SECO;290;71.19;MEDIO;302;67.71;MEDIO;335;58.15;SECO;351;53.52;SECO;355;52.36;SECO;;;
312;64.81;SECO;320;62.50;SECO;290;71.19;MEDIO;302;67.71;MEDIO;336;57.86;SECO;351;53.52;SECO;355;52.36;SECO;;;
312;64.81;SECO;320;62.50;SECO;290;71.19;MEDIO;302;67.71;MEDIO;335;58.15;SECO;352;53.23;SECO;355;52.36;SECO;;;
312;64.81;SECO;320;62.50;SECO;290;71.19;MEDIO;302;67.71;MEDIO;335;58.15;SECO;352;53.23;SECO;355;52.36;SECO;;;
313;64.53;SECO;320;62.50;SECO;290;71.19;MEDIO;303;67.42;MEDIO;335;58.15;SECO;352;53.23;SECO;355;52.36;SECO;;;
313;64.53;SECO;320;62.50;SECO;290;71.19;MEDIO;303;67.42;MEDIO;335;58.15;SECO;351;53.52;SECO;355;52.36;SECO;;;
312;64.81;SECO;321;62.21;SECO;290;71.19;MEDIO;302;67.71;MEDIO;335;58.15;SECO;352;53.23;SECO;355;52.36;SECO;;;
312;64.81;SECO;320;62.50;SECO;291;70.90;MEDIO;302;67.71;MEDIO;335;58.15;SECO;352;53.23;SECO;355;52.36;SECO;;;
312;64.81;SECO;320;62.50;SECO;291;70.90;MEDIO;303;67.42;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;320;62.50;SECO;290;71.19;MEDIO;303;67.42;MEDIO;335;58.15;SECO;352;53.23;SECO;355;52.36;SECO;;;
313;64.53;SECO;320;62.50;SECO;291;70.90;MEDIO;303;67.42;MEDIO;336;57.86;SECO;352;53.23;SECO;355;52.36;SECO;;;
313;64.53;SECO;320;62.50;SECO;291;70.90;MEDIO;303;67.42;MEDIO;336;57.86;SECO;351;53.52;SECO;356;52.07;SECO;;;
312;64.81;SECO;320;62.50;SECO;291;70.90;MEDIO;303;67.42;MEDIO;336;57.86;SECO;352;53.23;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;291;70.90;MEDIO;303;67.42;MEDIO;336;57.86;SECO;352;53.23;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;291;70.90;MEDIO;303;67.42;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;320;62.50;SECO;291;70.90;MEDIO;303;67.42;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;292;70.61;MEDIO;303;67.42;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;292;70.61;MEDIO;304;67.13;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;292;70.61;MEDIO;304;67.13;MEDIO;335;58.15;SECO;351;53.52;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;292;70.61;MEDIO;303;67.42;MEDIO;336;57.86;SECO;352;53.23;SECO;355;52.36;SECO;;;
313;64.53;SECO;320;62.50;SECO;292;70.61;MEDIO;304;67.13;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
